0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
0,4,4.76050024637,4.66816094183,4.56671157309,4.50144925251,4.46155946332,4.43733994949,4.42264800869,4.4137367268,4.40833174721,4.40505346023,4.40306507858,4.40185906413,4.40112757939,4.40068391147,4.40041481328,4.40025159697,4.40015260128,4.40009255735,4.40005613887,4.40003404995,4.40002065234,4.40001252628,4.40000759757,4.40000460816,4.40000279499,4.40000169525,4.40000102822,4.40000062365,4.40000037826,4.40000022943,4.40000013915,4.4000000844,4.40000005119,4.40000003105,4.40000001883,4.40000001142,4.40000000693,4.4000000042,4.40000000255,4.40000000155,4.40000000094,4.40000000057,4.40000000034,4.40000000021,4.40000000013,4.40000000008,4.40000000005,4.40000000003,4.40000000002
1,6,4.90879167327,4.53075788385,4.42198014375,4.39409062155,4.38964948509,4.3912802257,4.39381969551,4.39592445065,4.39740788822,4.39838361622,4.39900336011,4.39938952833,4.3996275307,4.3997732768,4.39986218776,4.39991630315,4.39994919501,4.39996917039,4.39998129545,4.39998865311,4.39999311703,4.39999582499,4.39999746763,4.399998464,4.39999906836,4.39999943493,4.39999965726,4.39999979212,4.39999987391,4.39999992352,4.39999995362,4.39999997187,4.39999998294,4.39999998965,4.39999999372,4.39999999619,4.39999999769,4.3999999986,4.39999999915,4.39999999948,4.39999999969,4.39999999981,4.39999999989,4.39999999993,4.39999999996,4.39999999997,4.39999999998,4.39999999999,4.39999999999
2,9,4.77759099367,4.4309945562,4.4025441881,4.40020883968,4.4000171426,4.40000140715,4.40000011551,4.40000000948,4.40000000078,4.40000000006,4.40000000001,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4
3,0,3.74796373694,4.24533458399,4.33614515641,4.36510758139,4.3793382649,4.38753444848,4.39244813068,4.3954207503,4.39722270498,4.39831550705,4.3989783063,4.39938031184,4.39962414019,4.39977202951,4.39986172891,4.39991613434,4.39994913291,4.39996914755,4.39998128704,4.39998865002,4.39999311589,4.39999582457,4.39999746748,4.39999846395,4.39999906834,4.39999943492,4.39999965726,4.39999979212,4.39999987391,4.39999992352,4.39999995362,4.39999997187,4.39999998294,4.39999998965,4.39999999372,4.39999999619,4.39999999769,4.3999999986,4.39999999915,4.39999999948,4.39999999969,4.39999999981,4.39999999989,4.39999999993,4.39999999996,4.39999999997,4.39999999998,4.39999999999,4.39999999999
4,3,3.80515334975,4.12475203414,4.27261893865,4.33914370488,4.36943564409,4.38384396917,4.39108404961,4.39491806277,4.39703765881,4.39824741643,4.39895325501,4.39937109569,4.39962074972,4.39977078222,4.39986127005,4.39991596554,4.39994907081,4.3999691247,4.39998127864,4.39998864693,4.39999311475,4.39999582416,4.39999746732,4.39999846389,4.39999906832,4.39999943491,4.39999965726,4.39999979212,4.39999987391,4.39999992352,4.39999995362,4.39999997187,4.39999998294,4.39999998965,4.39999999372,4.39999999619,4.39999999769,4.3999999986,4.39999999915,4.39999999948,4.39999999969,4.39999999981,4.39999999989,4.39999999993,4.39999999996,4.39999999997,4.39999999998,4.39999999999,4.39999999999
